Núcleo,Posição Geral,Posição Prioridade,Número do processo,Vara,Data Remessa Contadoria,Prioridade,Calculista,Data da atribuição,Cumprimento,Data da conclusão,Valor Total Devido - Custas,Observações,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
6ª CC,,,0000300-22.2017.8.17.2360,Vara Única da Comarca de Buíque,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 1.254,80",,,,,,,
6ª CC,,,0000292-45.2017.8.17.2360,Vara Única da Comarca de Buíque,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 1.004,04",,,,,,,
6ª CC,,,0000469-09.2017.8.17.2360,Vara Única da Comarca de Buíque,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 1.288,17",,,,,,,
6ª CC,,,0000180-48.2021.8.17.2130,Vara Única da Comarca de Agrestina,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Devolvido: ausência de documentos para os cálculos,28/01/2025,"R$ 0,00",,,,,,,
6ª CC,,,0004166-09.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 300,53",,,,,,,
6ª CC,,,0000411-35.2022.8.17.3490,Vara Única da Comarca de Toritama,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 533,66",,,,,,,
6ª CC,,,0001858-37.2012.8.17.0280,1ª Vara da Comarca de Bezerros,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 568,92",,,,,,,
6ª CC,,,0003418-74.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 577,81",,,,,,,
6ª CC,,,0002206-84.2014.8.17.0280,1ª Vara da Comarca de Bezerros,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 0,00",,,,,,,
6ª CC,,,0000214-54.2022.8.17.3240,Vara Única da Comarca de Sanharó,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 269,52",,,,,,,
6ª CC,,,0000504-66.2017.8.17.2360,Vara Única da Comarca de Buíque,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 1.387,04",,,,,,,
6ª CC,,,0000265-38.2023.8.17.2300,2ª Vara da Comarca de Bom Conselho,22/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 0,00",,,,,,,
6ª CC,,,0003374-55.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 300,46",,,,,,,
6ª CC,,,0000009-98.2023.8.17.2590,Vara Única da Comarca de Feira Nova,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 0,00",,,,,,,
6ª CC,,,0000646-88.2020.8.17.2320,Vara Única da Comarca de Bonito,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 172,85",,,,,,,
6ª CC,,,0000870-45.2021.8.17.3240,Vara Única da Comarca de Sanharó,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 298,82",,,,,,,
6ª CC,,,0000866-37.2023.8.17.3240,Vara Única da Comarca de Sanharó,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 300,75",,,,,,,
6ª CC,,,0000295-81.2017.8.17.2430,Vara Única da Comarca de Camocim de São Félix,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 308,71",,,,,,,
6ª CC,,,0000516-88.2019.8.17.3240,Vara Única da Comarca de Sanharó,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 1.433,06",,,,,,,
6ª CC,,,0001250-41.2015.8.17.1280,1ª Vara da Comarca de São Bento do Una,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 678,36",,,,,,,
6ª CC,,,0001647-89.2023.8.17.3230,Vara Única da Comarca de Saloá,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,29/01/2025,"R$ 780,59",,,,,,,
6ª CC,,,0000141-31.2018.8.17.2300,2ª Vara da Comarca de Bom Conselho,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 128,58",,,,,,,
6ª CC,,,0000410-58.2021.8.17.3240,Vara Única da Comarca de Sanharó,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Devolvido: cumprimento de sentença,30/01/2025,"R$ 0,00",,,,,,,
6ª CC,,,0000398-49.2018.8.17.3240,Vara Única da Comarca de Sanharó,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 588,25",,,,,,,
6ª CC,,,0000078-94.2018.8.17.2400,Vara Única da Comarca de Caetés,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 333,05",,,,,,,
6ª CC,,,0000006-10.2018.8.17.2400,Vara Única da Comarca de Caetés,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 333,05",,,,,,,
6ª CC,,,0000004-40.2018.8.17.2400,Vara Única da Comarca de Caetés,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 333,05",,,,,,,
6ª CC,,,0000105-08.2019.8.17.1280,2ª Vara da Comarca de São Bento do Una,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,30/01/2025,"R$ 0,00",,,,,,,
6ª CC,,,0004565-38.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,23/01/2025,Sem prioridade,Joao Batista De Macedo,27/01/2025,Cálculo realizado,31/01/2025,"R$ 278,33",,,,,,,
6ª CC,,,0001533-44.2023.8.17.2360,Vara Única da Comarca de Buíque,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 695,26",,,,,,,
6ª CC,,,0000785-93.2022.8.17.4640,2ª Vara da Comarca de Lajedo,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 780,59",,,,,,,
6ª CC,,,0002060-16.2022.8.17.2300,1ª Vara da Comarca de Bom Conselho,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 252,55",,,,,,,
6ª CC,,,0000202-17.2020.8.17.2850,Vara Única da Comarca de Jupi,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 0,00",Custas Suspensas,,,,,,
6ª CC,,,0004898-89.2022.8.17.3250,1ª Vara Cível da Comarca de Santa Cruz do Capibaribe,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 13,41",,,,,,,
6ª CC,,,0000137-50.2021.8.17.2700,Vara Única da Comarca de Altinho,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 236,06",Reexpedição,,,,,,
6ª CC,,,0000880-34.2022.8.17.2180,Vara Única da Comarca de Altinho,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 376,12",Reexpedição,,,,,,
6ª CC,,,0000070-18.2023.8.17.2150,Vara Única da Comarca de Águas Belas,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 430,00",,,,,,,
6ª CC,,,0004179-08.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,31/01/2025,"R$ 577,81",,,,,,,
6ª CC,,,0001550-56.2021.8.17.3490,Vara Única da Comarca de Toritama,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,31/01/2025,"R$ 13.360,64",,,,,,,
6ª CC,,,0003513-38.2024.8.17.3250,1ª Vara Cível da Comarca de Santa Cruz do Capibaribe,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 90,43",,,,,,,
6ª CC,,,0003282-11.2024.8.17.3250,1ª Vara Cível da Comarca de Santa Cruz do Capibaribe,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 807,62",,,,,,,
6ª CC,,,0002862-06.2024.8.17.3250,1ª Vara Cível da Comarca de Santa Cruz do Capibaribe,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 0,00",Custas Satisfeitas,,,,,,
6ª CC,,,0001727-56.2024.8.17.3250,1ª Vara Cível da Comarca de Santa Cruz do Capibaribe,23/01/2025,Sem prioridade,Elza Maria Da Silva,30/01/2025,Cálculo realizado,30/01/2025,"R$ 0,00",Custas Satisfeitas,,,,,,
6ª CC,,,0000419-85.2024.8.17.5480,2ª Vara da Comarca de Bezerros,23/01/2025,Sem prioridade,Elza Maria Da Silva,31/01/2025,Cálculo realizado,31/01/2025,,Custas Suspensas,,,,,,
6ª CC,,,0000208-30.2020.8.17.1490,Vara Única da Comarca de Toritama,23/01/2025,Sem prioridade,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,03/02/2025,"R$ 780,59",,,,,,,
6ª CC,,,0003768-62.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,23/01/2025,Sem prioridade,Elza Maria Da Silva,31/01/2025,Cálculo realizado,31/01/2025,"R$ 300,64",,,,,,,
6ª CC,,,0000712-33.2023.8.17.3300,Vara Única da Comarca de São João,23/01/2025,Sem prioridade,Elza Maria Da Silva,31/01/2025,Cálculo realizado,31/01/2025,"R$ 247,56",,,,,,,
6ª CC,,,0003527-21.2016.8.17.1110,2ª Vara Cível da Comarca de Pesqueira,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,31/01/2025,"R$ 984,26",,,,,,,
6ª CC,,,0000220-89.2022.8.17.2390,Vara Única da Comarca de Cachoeirinha,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 780,59",,,,,,,
6ª CC,,,0000142-08.2006.8.17.1210,Vara Única da Comarca de Sairé,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Devolvido: ausência de documentos para os cálculos,30/01/2025,,,,,,,,
6ª CC,,,0000134-79.2016.8.17.1210,Vara Única da Comarca de Sairé,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,31/01/2025,"R$ 780,59",,,,,,,
6ª CC,,,0000087-67.2017.8.17.2440,Vara Única da Comarca de Canhotinho,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,31/01/2025,"R$ 769,17",,,,,,,
6ª CC,,,0000047-31.2017.8.17.1100,Vara Única da Comarca de Pedra,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 1.677,66",,,,,,,
6ª CC,,,0000091-74.2021.8.17.5250,Vara Única da Comarca de Taquaritinga do Norte,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,31/01/2025,"R$ 1.028,15",,,,,,,
6ª CC,,,0003645-05.2020.8.17.0480,Vara Única da Comarca de Tacaimbó,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 3.244,26",,,,,,,
6ª CC,,,0000643-63.2013.8.17.1000,Vara Única da Comarca de Orobó,24/01/2025,Sem prioridade,Veruska Maria De Sales,30/01/2025,Cálculo realizado,05/02/2025,"R$ 825,66",,,,,,,
6ª CC,,,0000146-39.2019.8.17.1000,Vara Única da Comarca de Orobó,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 780,59",,,,,,,
6ª CC,,,0007114-93.2019.8.17.0480,Vara Única da Comarca de Sairé,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Devolvido: ausência de documentos para os cálculos,04/02/2025,,,,,,,,
6ª CC,,,0000902-79.2023.8.17.3240,Vara Única da Comarca de Sanharó,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 300,78",,,,,,,
6ª CC,,,0000960-86.2021.8.17.2550,Vara Única da Comarca de Cupira,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 389,62",,,,,,,
6ª CC,,,0000931-68.2024.8.17.5480,2ª Vara da Comarca de Bezerros,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 1.112,34",,,,,,,
6ª CC,,,0001387-20.2021.8.17.2280,2ª Vara da Comarca de Bezerros,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Devolvido: remetido para contadoria de custas/liquidação,04/02/2025,,,,,,,,
6ª CC,,,0000056-72.2024.8.17.3290,Vara Única da Comarca de São Caetano,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 247,56",,,,,,,
6ª CC,,,0001631-08.2016.8.17.0280,2ª Vara da Comarca de Bezerros,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,04/02/2025,"R$ 780,59",,,,,,,
6ª CC,,,0006676-67.2019.8.17.0480,2ª Vara da Comarca de Bezerros,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 1.028,15",,,,,,,
6ª CC,,,0000887-45.2021.8.17.2670,2ª Vara Cível da Comarca de Gravatá,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 387,02",,,,,,,
6ª CC,,,0001303-42.2023.8.17.2670,2ª Vara Cível da Comarca de Gravatá,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,30/01/2025,Cálculo realizado,30/01/2025,"R$ 1.131,52",,,,,,,
6ª CC,,,0001700-38.2022.8.17.2670,2ª Vara Cível da Comarca de Gravatá,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Cálculo realizado,31/01/2025,"R$ 540,38",,,,,,,
6ª CC,,,0000328-24.2020.8.17.1280,1ª Vara da Comarca de São Bento do Una,24/01/2025,Prioridade Legal,Brenton Rafaelo Macedo Neves,31/01/2025,Devolvido: ausência de documentos para os cálculos,31/01/2025,,,,,,,,
6ª CC,,,0005005-65.2012.8.17.0670,2ª Vara Cível da Comarca de Gravatá,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Devolvido: remetido para contadoria de custas/liquidação,31/01/2025,,,,,,,,
6ª CC,,,0000990-54.2022.8.17.3240,Vara Única da Comarca de Sanharó,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Devolvido: incompetência,31/01/2025,,,,,,,,
6ª CC,,,0000182-30.2020.8.17.2590,Vara Única da Comarca de Feira Nova,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Devolvido: incompetência,31/01/2025,,,,,,,,
6ª CC,,,0000349-03.2021.8.17.3240,Vara Única da Comarca de Sanharó,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Cálculo realizado,31/01/2025,"R$ 665,36",,,,,,,
6ª CC,,,0001782-29.2022.8.17.2360,Vara Única da Comarca de Buíque,24/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Cálculo realizado,31/01/2025,"R$ 1.051,78",,,,,,,
6ª CC,,,0001406-29.2019.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,25/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Cálculo realizado,31/01/2025,"R$ 849,43",,,,,,,
6ª CC,,,0003934-94.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,25/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Cálculo realizado,31/01/2025,"R$ 583,15",,,,,,,
6ª CC,,,0000593-32.2017.8.17.2670,1ª Vara Cível da Comarca de Gravatá,26/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,31/01/2025,"R$ 495,12",,,,,,,
6ª CC,,,0000019-44.2018.8.17.2550,Vara Única da Comarca de Cupira,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Devolvido: não há cálculos a serem realizados,31/01/2025,,,,,,,,
6ª CC,,,0000058-84.2015.8.17.1050,Vara Única da Comarca de Panelas,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,31/01/2025,"R$ 1.794,55",,,,,,,
6ª CC,,,0001315-96.2022.8.17.3250,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Santa Cruz do Capibaribe,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,30/01/2025,Devolvido: não há cálculos a serem realizados,04/02/2025,,,,,,,,
6ª CC,,,0000204-58.2017.8.17.3410,1ª Vara Cível da Comarca de Surubim,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,31/01/2025,"R$ 653,42",,,,,,,
6ª CC,,,0001109-49.2021.8.17.3240,Vara Única da Comarca de Sanharó,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,31/01/2025,"R$ 251,81",,,,,,,
6ª CC,,,0000105-70.2009.8.17.0920,1ª Vara Cível da Comarca de Limoeiro,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,31/01/2025,"R$ 30.331,77",,,,,,,
6ª CC,,,0001083-31.2018.8.17.3410,2ª Vara Cível da Comarca de Surubim,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 586,75",,,,,,,
6ª CC,,,0000284-63.2023.8.17.2520,Vara Única da Comarca de Correntes,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 5.262,70",,,,,,,
6ª CC,,,0000128-16.2022.8.17.3230,Vara Única da Comarca de Saloá,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Devolvido: esclarecimento realizado,30/01/2025,,,,,,,,
6ª CC,,,0000618-76.2012.8.17.0550,Vara Única da Comarca de Cupira,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,03/02/2025,"R$ 780,59",,,,,,,
6ª CC,,,0001719-14.2024.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 634,73",,,,,,,
6ª CC,,,0000145-03.2020.8.17.2590,Vara Única da Comarca de Feira Nova,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 489,62",,,,,,,
6ª CC,,,0002501-86.2024.8.17.3250,1ª Vara Cível da Comarca de Santa Cruz do Capibaribe,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 381,53",,,,,,,
6ª CC,,,0000402-57.2022.8.17.2590,Vara Única da Comarca de Feira Nova,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 279,97",,,,,,,
6ª CC,,,0000570-64.2022.8.17.2750,Vara Única da Comarca de Itaíba,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 456,56",,,,,,,
6ª CC,,,0001510-47.2023.8.17.2280,1ª Vara da Comarca de Bezerros,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 495,12",,,,,,,
6ª CC,,,0000690-89.2014.8.17.1230,Vara Única da Comarca de Saloá,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 744,10",,,,,,,
6ª CC,,,0001384-30.2019.8.17.2670,1ª Vara Cível da Comarca de Gravatá,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 871,67",,,,,,,
6ª CC,,,0002228-03.2023.8.17.3490,Vara Única da Comarca de Toritama,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,30/01/2025,Cálculo realizado,30/01/2025,"R$ 495,12",,,,,,,
6ª CC,,,0009934-72.2023.8.17.2670,1ª Vara Cível da Comarca de Gravatá,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 334,23",,,,,,,
6ª CC,,,0001027-61.2004.8.17.0670,1ª Vara Cível da Comarca de Gravatá,27/01/2025,Sem prioridade,Brenton Rafaelo Macedo Neves,31/01/2025,Cálculo realizado,31/01/2025,"R$ 945,60",,,,,,,
6ª CC,,,0001317-28.2023.8.17.4480,Vara Única da Comarca de Taquaritinga do Norte,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 780,59",,,,,,,
6ª CC,,,0000169-80.2022.8.17.7110,Vara Única da Comarca de Tacaimbó,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,03/02/2025,"R$ 1.695,32",,,,,,,
6ª CC,,,0002132-32.2021.8.17.3110,1ª Vara Cível da Comarca de Pesqueira,27/01/2025,Prioridade Legal,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 286,60",,,,,,,
6ª CC,,,0001062-08.2021.8.17.3230,Vara Única da Comarca de Saloá,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 538,87",,,,,,,
6ª CC,,,0000019-34.2025.8.17.2280,2ª Vara da Comarca de Bezerros,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 278,34",,,,,,,
6ª CC,,,0000129-14.2017.8.17.2280,2ª Vara da Comarca de Bezerros,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 68,01",,,,,,,
6ª CC,,,0000305-51.2021.8.17.2280,2ª Vara da Comarca de Bezerros,27/01/2025,Sem prioridade,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,03/02/2025,"R$ 4.864,71",,,,,,,
6ª CC,,,0000061-36.2019.8.17.2590,Vara Única da Comarca de Feira Nova,28/01/2025,Prioridade Legal,Scheilla Serretti De Castro,31/01/2025,Cálculo realizado,31/01/2025,"R$ 1.131,19",,,,,,,
6ª CC,,,0000522-94.2022.8.17.4920,Vara Única da Comarca de Feira Nova,28/01/2025,Prioridade Legal,Elza Maria Da Silva,31/01/2025,Cálculo realizado,31/01/2025,"R$ 1.028,15",,,,,,,
6ª CC,,,0000579-76.2023.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,28/01/2025,Prioridade Legal,Joao Batista De Macedo,31/01/2025,Cálculo realizado,31/01/2025,"R$ 333,89",,,,,,,
6ª CC,,,0005241-83.2023.8.17.3110,1ª Vara Cível da Comarca de Pesqueira,28/01/2025,Prioridade Legal,Joao Batista De Macedo,31/01/2025,Cálculo realizado,31/01/2025,"R$ 325,52",,,,,,,
6ª CC,,,0000115-27.2024.8.17.5920,Vara Única da Comarca de Feira Nova,28/01/2025,Prioridade Legal,Elza Maria Da Silva,31/01/2025,Devolvido: erro de remessa,31/01/2025,,Devolvido  Vara,,,,,,
6ª CC,,,0004101-48.2022.8.17.3110,1ª Vara Cível da Comarca de Pesqueira,28/01/2025,Prioridade Legal,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 319,81",,,,,,,
6ª CC,,,0000653-44.2022.8.17.2180,Vara Única da Comarca de Altinho,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 0,00",,,,,,,
6ª CC,,,0001674-10.2024.8.17.3110,1ª Vara Cível da Comarca de Pesqueira,28/01/2025,Prioridade Legal,Elza Maria Da Silva,02/02/2025,Cálculo realizado,02/02/2025,"R$ 254,00",,,,,,,
6ª CC,,,0000507-03.2022.8.17.2180,Vara Única da Comarca de Altinho,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Devolvido: remetido para contadoria de custas/liquidação,03/02/2025,"R$ 0,00",,,,,,,
6ª CC,,,0006902-72.2019.8.17.0480,Vara Única da Comarca de Toritama,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Cálculo realizado,06/02/2025,"R$ 1.397,30",,,,,,,
6ª CC,,,0001768-14.2021.8.17.8234,2ª Vara Cível da Comarca de Limoeiro,28/01/2025,Prioridade Legal,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 319,63",,,,,,,
6ª CC,,,0000019-19.2020.8.17.2180,Vara Única da Comarca de Altinho,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 555,79",,,,,,,
6ª CC,,,0001408-11.2024.8.17.2920,1ª Vara Cível da Comarca de Limoeiro,28/01/2025,Sem prioridade,Elza Maria Da Silva,02/02/2025,Cálculo realizado,04/02/2025,"R$ 247,56",,,,,,,
6ª CC,,,0000494-31.2021.8.17.2150,Vara Única da Comarca de Águas Belas,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 780,59",,,,,,,
6ª CC,,,0001135-15.2022.8.17.3110,2ª Vara Cível da Comarca de Pesqueira,28/01/2025,Prioridade Legal,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 316,92",,,,,,,
6ª CC,,,0000753-86.2021.8.17.2130,Vara Única da Comarca de Agrestina,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Devolvido: ausência de documentos para os cálculos,03/02/2025,"R$ 0,00",,,,,,,
6ª CC,,,0000714-84.2024.8.17.2130,Vara Única da Comarca de Agrestina,28/01/2025,Sem prioridade,Elza Maria Da Silva,02/02/2025,Devolvido: remetido para contadoria de custas/liquidação,05/02/2025,,5ª Contadoria,,,,,,
6ª CC,,,0000257-57.2021.8.17.2130,Vara Única da Comarca de Agrestina,28/01/2025,Sem prioridade,Joao Batista De Macedo,02/02/2025,Cálculo realizado,03/02/2025,"R$ 780,59",,,,,,,
